Rule ID,CORE-ID,IG Version,ADaM Structure Group,Description,Rule Category,Status Rule,Assigned To,PR Link,Notes
AD0001,,"1.0, 1.1, 1.2, 1.3",ADSL,ADSL dataset does not exist,Dataset Check,,,,
AD0002,,"1.0, 1.1, 1.2, 1.3",ALL:SDTM,A variable is present in ADaM with the same name as a variable present in SDTM but the variables do not have identical labels,Variable VS Var Metadata,,,,
AD0005,,"1.0, 1.1, 1.2, 1.3",ALL,"A variable with a suffix of FL has a value that is not Y, N or null",Record VS Variable,,,,
AD0006,,"1.0, 1.1, 1.2, 1.3",ALL,"A variable with a suffix of FL is present and a variable with the same root and a suffix of FN has a value that is not  0, 1 or null","Variable VS Variable, Record VS Variable",,,,
AD0007,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of FN is present but a variable with the same root and a suffix of FL is not present,Variable VS Variable,,,,
AD0010,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of FL is equal to Y and a variable with the same root and a suffix of FN is not equal to 1,"Variable VS Variable, Record VS Variable",,,,
AD0011,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of FL is equal to N and a variable with the same root and a suffix of FN is not equal to 0,"Variable VS Variable, Record VS Variable",,,,
AD0012,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of FL is equal to null and a variable with the same root and a suffix of FN is not equal to null,"Variable VS Variable, Record VS Variable",,,,
AD0013,,"1.0, 1.1, 1.2, 1.3",ALL,The length of a variable name exceeds 8 characters,Variable Check,,,,
AD0014,,"1.0, 1.1, 1.2, 1.3",ALL,A variable name does not start with a letter (A-Z),Variable Check,,,,
AD0015,,"1.0, 1.1, 1.2, 1.3",ALL,"A variable name contains a character other than letters (A-Z), underscores (_), or numerals (0-9)",,,,,
AD0016,,"1.0, 1.1, 1.2, 1.3",ALL,The length of a variable label is greater than 40 characters,,,,,
AD0017,,"1.0, 1.1, 1.2, 1.3",ALL,The length of a character value is greater than 200 characters,,,,,
AD0018,,"1.0, 1.1, 1.2, 1.3",ALL,"Labels for  ADaM variables do not match the standard labels for ADaM variables listed in the implementation guide that cannot be modified (with the exception of (1) variables whose names contain indexes ""w"", “y”, ""xx"", or “zz”; and (2) variable labels with asterisks (*), braces ({...}), and ellipses (...) indicated for sponsor appropriate text); Labels for  ADaM variables do not match the standard labels for ADaM variables listed in the implementation guide that cannot be modified (with the exception of (1) variables whose names contain indexes ""w"", “y”, or “zz”; and (2) variable labels with asterisks (*), braces ({...}), and ellipses (...) indicated for sponsor appropriate text); Labels for  ADaM variables do not match the standard labels for ADaM variables listed in the implementation guide that cannot be modified (with the exception of 1) variables whose names contain indexes “y”, ""xx"", or “zz”; and (2) variable labels with asterisks (*) and ellipses (...) indicated for sponsor appropriate text)",,,,,
AD0019,,"1.0, 1.1, 1.2, 1.3",ADSL,COMPLFL is present and has a value that is not Y or N,,,,,
AD0020,,"1.0, 1.1, 1.2, 1.3",ADSL,FASFL is present and has a value that is not Y or N,,,,,
AD0021,,"1.0, 1.1, 1.2, 1.3",ADSL,ITTFL is present and has a value that is not Y or N,,,,,
AD0022,,"1.0, 1.1, 1.2, 1.3",ADSL,PPROTFL is present and has a value that is not Y or N,,,,,
AD0023,,"1.0, 1.1, 1.2, 1.3",ADSL,SAFFL is present and has a value that is not Y or N,,,,,
AD0024,,"1.0, 1.1, 1.2, 1.3",ADSL,RANDFL is present and has a value that is not Y or N,,,,,
AD0025,,"1.0, 1.1, 1.2, 1.3",ADSL,ENRLFL is present and has a value that is not Y or N,,,,,
AD0026,,"1.0, 1.1, 1.2, 1.3",ADSL,COMPLFN is present and has a value that is not 1 or 0,,,,,
AD0027,,"1.0, 1.1, 1.2, 1.3",ADSL,FASFN is present and has a value that is not 1 or 0,,,,,
AD0028,,"1.0, 1.1, 1.2, 1.3",ADSL,ITTFN is present and has a value that is not 1 or 0,,,,,
AD0029,,"1.0, 1.1, 1.2, 1.3",ADSL,PPROTFN is present and has a value that is not 1 or 0,,,,,
AD0030,,"1.0, 1.1, 1.2, 1.3",ADSL,SAFFN is present and has a value that is not 1 or 0,,,,,
AD0031,,"1.0, 1.1, 1.2, 1.3",ADSL,RANDFN is present and has a value that is not 1 or 0,,,,,
AD0032,,"1.0, 1.1, 1.2, 1.3",ADSL,ENRLFN is present and has a value that is not 1 or 0,,,,,
AD0033,,"1.0, 1.1, 1.2, 1.3",BDS,"A variable with a suffix of RFL has a value that is not Y or null; A variable with a suffix of RFL has a value that is not Y, N, or null",,,,,
AD0034,,"1.0, 1.1, 1.2, 1.3",BDS,"A variable with a suffix of PFL has a value that is not Y or null; A variable with a suffix of PFL has a value that is not Y, N, or null",,,,,
AD0035,,"1.0, 1.1, 1.2, 1.3",BDS,"A variable with a suffix of RFN has a value that is not 1 or null; A variable with a suffix of RFN has a value that is not 1, 0 or null",,,,,
AD0036,,"1.0, 1.1, 1.2, 1.3",BDS,"A variable with a suffix of PFN has a value that is not 1 or null; A variable with a suffix of PFN has a value that is not 1, 0, or null",,,,,
AD0037,,1.0,ALL,There is more than one value of a variable which has a suffix of GRyN for a given value of a variable with the same root name and suffix of GRy.,,,,,
AD0037,,"1.1, 1.2, 1.3",ALL,"There is more than one value of a variable which has a suffix of GRyN for a given value of a variable with the same root name and suffix of GRy, considering only those rows on which both variables are populated",,,,,
AD0038,,1.0,ALL,There is more than one value of a variable which has a suffix of GRy for a given value of a variable with the same root name and suffix of GRyN.,,,,,
AD0038,,"1.1, 1.2, 1.3",ALL,"There is more than one value of a variable which has a suffix of GRy for a given value of a variable with the same root name and suffix of GRyN, considering only those rows on which both variables are populated",,,,,
AD0039,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of DTF has a value that is not within Controlled Terminology for DATEFL,,,,,
AD0040,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of TMF has a value that is not within Controlled Terminology for TIMEFL,,,,,
AD0041,,"1.0, 1.1, 1.2, 1.3",ALL,A numeric variable with a suffix of DT does not have a date format,,,,,
AD0042,,"1.0, 1.1, 1.2, 1.3",ALL,"A numeric variable with a suffix of TM does not have a time format, excluding ARELTM and variables with a suffix of DTM",,,,,
AD0043,,"1.0, 1.1, 1.2, 1.3",ALL,A numeric variable with a suffix of DTM does not have a datetime format,,,,,
AD0044,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of TM and a variable with a suffix of DTM with the same root name have different time values,,,,,
AD0045,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of DT and a variable with a suffix of DTM with the same root name have different date values,,,,,
AD0046,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of DY has a value of zero,,,,,
AD0047,,"1.0, 1.1, 1.2, 1.3",ADSL,SITEID is not present within ADSL,,,,,
AD0048,,"1.0, 1.1, 1.2, 1.3",ADSL,A variable with a suffix of FL is not present in ADSL,,,,,
AD0049,,"1.0, 1.1, 1.2, 1.3",ADSL,AGE is not present within ADSL,,,,,
AD0050,,"1.0, 1.1, 1.2, 1.3",ADSL,AGEU is not present within ADSL,,,,,
AD0051,,"1.0, 1.1, 1.2, 1.3",ADSL,SEX is not present within ADSL,,,,,
AD0052,,"1.0, 1.1, 1.2, 1.3",ADSL,RACE is not present within ADSL,,,,,
AD0053,,"1.0, 1.1, 1.2, 1.3",ALL:SDTM,The values of USUBJID are not present in SDTM.DM,,,,,
AD0054,,"1.0, 1.1, 1.2, 1.3",ADSL,Within ADSL there is more than one record for a unique value of USUBJID,,,,,
AD0055,,"1.0, 1.1, 1.2, 1.3",ADSL,SUBJID is not present within ADSL,,,,,
AD0058,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of DT is not a numeric variable,,,,,
AD0059,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of TM is not a numeric variable; A variable with a suffix of TM is not a numeric variable excluding SDTM variables with a suffix of ELTM,,,,,
AD0060,,"1.0, 1.1, 1.2, 1.3",ALL,A variable with a suffix of DTM is not a numeric variable,,,,,
AD0061,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,SDTM.EX is present and neither TRTSDT or TRTSDTM are present,,,,,
AD0064,,"1.0, 1.1, 1.2, 1.3",ADSL,TRTxxAN is present and TRTxxA is not present,,,,,
AD0066,,"1.0, 1.1, 1.2, 1.3",ADSL,"A variable with a prefix of TR, containing PG and a suffix of N is present and a variable with the same root without a suffix of N is not present",,,,,
AD0070,,"1.0, 1.1, 1.2, 1.3",ADSL,"A variable with a prefix of TR, containing AG with a suffix of N is present and a variable with the same root without a suffix of N is not present",,,,,
AD0071,,"1.0, 1.1, 1.2, 1.3",ADSL,ARM is not present within ADSL,,,,,
AD0072,,"1.0, 1.1, 1.2, 1.3",ADSL,ADSL does not contain TRT01P.,,,,,
AD0075,,"1.0, 1.1, 1.2, 1.3",ADSL,TRTxxPN is present and TRTxxP is not present,,,,,
AD0076,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTxxPN for a given value of TRTxxP; There is more than one value of TRTxxPN for a given value of TRTxxP, considering only those rows on which both variables are populated",,,,,
AD0077,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTxxP for a given value of TRTxxPN; There is more than one value of TRTxxP for a given value of TRTxxPN, considering only those rows on which both variables are populated",,,,,
AD0078,,"1.0, 1.1, 1.2, 1.3",ADSL,At least one TRTxxP is present where xx is greater than 01 and (TRTxxP is present and TRxxSDT is not present),,,,,
AD0079,,"1.0, 1.1, 1.2, 1.3",ADSL,At least one TRTxxP is present where xx is greater than 01 and (TRTxxP is present and TRxxEDT is not present),,,,,
AD0080,,"1.0, 1.1, 1.2, 1.3",ADSL,TRTxxA is present and TRTxxP is not present,,,,,
AD0081,,"1.0, 1.1, 1.2, 1.3",ADSL,TRTxxP is present and xx is greater than 01 and TRT{xx-1}P is not present,,,,,
AD0084,,"1.0, 1.1, 1.2, 1.3",ADSL,TRTEDT is not equal to the maximum value of all TRxxEDT variables,,,,,
AD0085,,"1.0, 1.1, 1.2, 1.3",ADSL:ALL,A variable is present with the same name as a variable present in ADSL but the variables do not have identical labels,,,,,
AD0086,,"1.0, 1.1, 1.2, 1.3",ADSL:ALL,A variable is present with the same name as a variable present in ADSL but the variables do not have identical formats,,,,,
AD0088,,"1.0, 1.1, 1.2, 1.3",ALL,STUDYID is not present,,,,,
AD0089,,"1.0, 1.1, 1.2, 1.3",ALL,USUBJID is not present,,,,,
AD0090,,1.0,BDS,TRTP is not present,,,,,
AD0090,,"1.1, 1.2, 1.3",ALL,None of the subject-level or record-level treatment variables defined in the IG is present.,,,,,
AD0091,,"1.1, 1.2, 1.3",ADSL:BDS; ADSL:OCCDS,A non-missing value of TRTP is not equal to at least one value of the character planned treatment variables in ADSL defined in the IG.,,,,,
AD0092,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTPN for a given value of TRTP; There is more than one value of TRTPN for a given value of TRTP, considering only those rows on which both variables are populated",,,,,
AD0093,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTP for a given value of TRTPN; There is more than one value of TRTP for a given value of TRTPN, considering only those rows on which both variables are populated",,,,,
AD0095,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTAN for a given value of TRTA; There is more than one value of TRTAN for a given value of TRTA, considering only those rows on which both variables are populated",,,,,
AD0096,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTA for a given value of TRTAN; There is more than one value of TRTA for a given value of TRTAN, considering only those rows on which both variables are populated",,,,,
AD0097,,"1.0, 1.1, 1.2, 1.3",BDS,TRTPGyN is present and TRTPGy is not present,,,,,
AD0098,,"1.0, 1.1, 1.2, 1.3",BDS,"On a given record, a variable with a suffix of SDY has a value greater than a value of a variable with the same root and a suffix of EDY, and both variables are populated",,,,,
AD0099,,"1.0, 1.1, 1.2, 1.3",BDS,"On a given record, a variable with a suffix of STDY has a value greater than a value of a variable with the same root and a suffix of ENDY, and both variables are populated",,,,,
AD0102,,"1.0, 1.1, 1.2, 1.3",ADSL:BDS; ADSL:OCCDS,"For every unique xx value of APERIOD, there is not an ADSL variable TRTxxP",,,,,
AD0103,,"1.0, 1.1, 1.2, 1.3",ADSL:BDS; ADSL:OCCDS,"For every unique xx value of APERIOD in a BDS or OCCDS dataset, there is not an ADSL variable TRxxSDT",,,,,
AD0104,,"1.0, 1.1, 1.2, 1.3",ADSL:BDS; ADSL:OCCDS,"For every unique xx value of APERIOD in a BDS or OCCDS dataset, there is not an ADSL variable TRxxEDT",,,,,
AD0105,,"1.0, 1.1, 1.2, 1.3",BDS; OCCDS,"There is more than one value of APERIODC for a given value of APERIOD; There is more than one value of APERIODC for a given value of APERIOD, considering only those rows on which both variables are populated",,,,,
AD0106,,"1.0, 1.1, 1.2, 1.3",BDS; OCCDS,"There is more than one value of APERIOD for a given value of APERIODC; There is more than one value of APERIOD for a given value of APERIODC, considering only those rows on which both variables are populated",,,,,
AD0109,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of AVISITN for a given value of AVISIT; Within a given value of PARAMCD, there is more than one value of AVISITN for a given value of AVISIT, considering only those rows on which both variables are populated",,,,,
AD0110,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of AVISIT for a given value of AVISITN; Within a given value of PARAMCD, there is more than one value of AVISIT for a given value of AVISITN, considering only those rows on which both variables are populated",,,,,
AD0111,,"1.0, 1.1, 1.2, 1.3",BDS,ARELTM is present and ARELTMU is not present,,,,,
AD0112,,"1.0, 1.1, 1.2, 1.3",BDS,ARELTM is populated and ARELTMU is not populated,,,,,
AD0113,,"1.0, 1.1, 1.2, 1.3",BDS,ARELTMU is present and ARELTM is not present,,,,,
AD0117,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of ATPT for a given value of ATPTN; Within a given value of PARAMCD, there is more than one value of ATPT for a given value of ATPTN, considering only those rows on which both variables are populated",,,,,
AD0118,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of ATPTN for a given value of ATPT; Within a given value of PARAMCD, there is more than one value of ATPTN for a given value of ATPT, considering only those rows on which both variables are populated",,,,,
AD0121,,"1.0, 1.1, 1.2, 1.3",ALL,"The value of a variable with a suffix of SDT is greater than the value of a variable with the same root and a suffix of EDT, considering only rows on which both variables are populated",,,,,
AD0122,,"1.0, 1.1, 1.2, 1.3",ALL,"The value of a variable with a suffix of SDTM is greater than the value of a variable with the same root and a suffix of EDTM, considering only rows on which both variables are populated",,,,,
AD0123,,"1.0, 1.1",BDS,There is more than one value of PARAMTYP for a given value of PARAMCD,,,,,
AD0124,,"1.0, 1.1, 1.2, 1.3",BDS,There is more than one value of PARCATy for a given value of PARAMCD.,,,,,
AD0125,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of PARCATy for a given value of PARCATyN; There is more than one value of PARCATy for a given value of PARCATyN, considering only those rows on which both variables are populated",,,,,
AD0126,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of PARCATyN for a given value of PARCATy; There is more than one value of PARCATyN for a given value of PARCATy, considering only those rows on which both variables are populated",,,,,
AD0127,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD for a subject, BASE is populated and there is not at least one record with ABLFL equal to Y",,,,,
AD0128,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD for a subject, BASEC is populated and there is not at least one record with ABLFL equal to Y",,,,,
AD0129,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD for a subject, there is more than one value of BASE for a given value of BASEC; Within a given value of PARAMCD for a subject, there is more than one value of BASE for a given value of BASEC, considering only those rows on which both variables are populated",,,,,
AD0130,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD for a subject, there is more than one value of BASEC for a given value of BASE; Within a given value of PARAMCD for a subject, there is more than one value of BASEC for a given value of BASE, considering only those rows on which both variables are populated",,,,,
AD0131,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a dataset, BASETYPE is populated for at least one record and is not populated for at least one record; Within a given value of PARAMCD where either BASE or BASEC are populated, BASETYPE is populated for at least one record and is not populated for at least one record; Within a given value of PARAMCD, BASETYPE is populated for at least one record and is not populated for at least one record",,,,,
AD0132,,"1.0, 1.1, 1.2, 1.3",BDS,R2BASE is not equal to AVAL divided by BASE,,,,,
AD0133,,"1.0, 1.1, 1.2, 1.3",BDS,R2AyLO is not equal to AVAL divided by AyLO,,,,,
AD0134,,"1.0, 1.1, 1.2, 1.3",BDS,R2AyHI is not equal to AVAL divided by AyHI,,,,,
AD0135,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of SHIFTy for a given value of SHIFTyN; Within a given value of PARAMCD, there is more than one value of SHIFTy for a given value of SHIFTyN, considering only those rows on which both variables are populated",,,,,
AD0136,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of SHIFTyN for a given value of SHIFTy; Within a given value of PARAMCD, there is more than one value of SHIFTyN for a given value of SHIFTy, considering only those rows on which both variables are populated",,,,,
AD0137,,"1.0, 1.1, 1.2, 1.3",BDS,CRITyFL is populated and CRITy is not populated,,,,,
AD0141,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of PARAM for a given value of PARAMCD; There is more than one value of PARAM for a given value of PARAMCD, considering only those rows on which both variables are populated",,,,,
AD0142,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of PARAMCD for a given value of PARAM; There is more than one value of PARAMCD for a given value of PARAM, considering only those rows on which both variables are populated",,,,,
AD0143,,"1.0, 1.1, 1.2, 1.3",BDS,PARAMCD has more than 8 characters in length,,,,,
AD0144,,"1.0, 1.1, 1.2, 1.3",BDS,PARAMCD starts with a character other than a letter,,,,,
AD0145,,"1.0, 1.1, 1.2, 1.3",BDS,"PARAMCD has characters that are not letters, digits, and underscores",,,,,
AD0146,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a dataset, there is more than one value of PARAM for a given value of PARAMN; Within a dataset, there is more than one value of PARAM for a given value of PARAMN, considering only those rows on which both variables are populated",,,,,
AD0147,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a dataset, there is more than one value of PARAMN for a given value of PARAM; Within a dataset, there is more than one value of PARAMN for a given value of PARAM, considering only those rows on which both variables are populated",,,,,
AD0148,,1.0,BDS,PARAMN is not an integer,,,,,
AD0149,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of AVALC for a given value of AVAL; Within a given value of PARAMCD, there is more than one value of AVALC for a given value of AVAL, considering only those rows on which both variables are populated",,,,,
AD0150,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of AVAL for a given value of AVALC; Within a given value of PARAMCD, there is more than one value of AVAL for a given value of AVALC, considering only those rows on which both variables are populated",,,,,
AD0151,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of CRITy.",,,,,
AD0152,,"1.0, 1.1, 1.2, 1.3",BDS,"BASETYPE is populated, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject; BASETYPE is present, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject",,,,,
AD0154,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given PARAMCD and BASETYPE for a subject, more than one record has ABLFL equal to Y",,,,,
AD0155,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given PARAMCD for a subject, more than one record has ABLFL equal to Y and BASETYPE is not present",,,,,
AD0156,,"1.0, 1.1, 1.2, 1.3",BDS,"A variable with a prefix of CRIT, a suffix of FL and containing a one-digit number is present and a variable with the same root without a suffix of FL is not present",,,,,
AD0157,,"1.0, 1.1, 1.2, 1.3",BDS,A variable with a prefix of CRIT and a suffix of a one-digit number is present and a variable with the same root with a suffix of FL is not present,,,,,
AD0159,,"1.0, 1.1, 1.2, 1.3",BDS,AWTDIFF is populated and AWTARGET is not populated,,,,,
AD0160,,"1.0, 1.1, 1.2, 1.3",BDS,AWU is present and both AWLO and AWHI are not present,,,,,
AD0163,,"1.0, 1.1, 1.2, 1.3",BDS,BTOXGR is present and ATOXGR is not present,,,,,
AD0164,,"1.0, 1.1, 1.2, 1.3",BDS,BTOXGR is present and ABLFL is not present,,,,,
AD0165,,"1.0, 1.1, 1.2, 1.3",BDS,"BASETYPE is populated, BTOXGR is populated, and BTOXGR is not equal to ATOXGR where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject; BASETYPE is present, BTOXGR is populated, and BTOXGR is not equal to ATOXGR where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE",,,,,
AD0166,,"1.0, 1.1, 1.2, 1.3",BDS,BNRIND is present and ANRIND is not present,,,,,
AD0167,,"1.0, 1.1, 1.2, 1.3",BDS,BNRIND is present and ABLFL is not present,,,,,
AD0168,,"1.0, 1.1, 1.2, 1.3",BDS,"BASETYPE is populated, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject; BASETYPE is present, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE",,,,,
AD0169,,"1.0, 1.1, 1.2, 1.3",BDS,The value of CNSR is not a positive integer or 0.,,,,,
AD0176,,"1.0, 1.1",BDS,ABLFL is not equal to Y or null,,,,,
AD0178,,"1.0, 1.1",BDS; OCCDS,ANLzzFL is not equal to Y or null where zz is a zero-padded two-digit integer [01-99],,,,,
AD0180,,1.0,BDS:SDTM,SRCDOM has a value that is not an SDTM domain name or null,,,,,
AD0180,,"1.1, 1.2, 1.3",BDS:SDTM; BDS:ALL; OCCDS:SDTM; OCCDS:ALL,"SRCDOM has a value that is not an SDTM domain name, ADaM dataset name, or null",,,,,
AD0181,,"1.0, 1.1, 1.2, 1.3",BDS,"BASETYPE is not present, BASE is populated, and BASE is not equal to AVAL where ABLFL is equal to Y for a given value of PARAMCD for a subject",,,,,
AD0182,,"1.0, 1.1, 1.2, 1.3",BDS,"BASETYPE is not present, BTOXGR is populated, and BTOXGR is not equal to ATOXGR where ABLFL is equal to Y for a given value of PARAMCD for a subject",,,,,
AD0183,,"1.0, 1.1, 1.2, 1.3",BDS,"BASETYPE is not present, BNRIND is populated, and BNRIND is not equal to ANRIND where ABLFL is equal to Y for a given value of PARAMCD for a subject",,,,,
AD0194,,"1.0, 1.1, 1.2, 1.3",BDS,PARAM is not present,,,,,
AD0195,,"1.0, 1.1, 1.2, 1.3",BDS,PARAMCD is not present,,,,,
AD0196,,"1.0, 1.1, 1.2, 1.3",BDS,PARAM is not populated,,,,,
AD0197,,"1.0, 1.1, 1.2, 1.3",BDS,PARAMCD is not populated,,,,,
AD0198,,"1.0, 1.1, 1.2, 1.3",BDS,AVAL is not present and AVALC is not present,,,,,
AD0199,,"1.0, 1.1, 1.2, 1.3",ALL:SDTM,A variable is present in ADaM with the same name as a variable present in SDTM but the variables do not have identical data types,,,,,
AD0200,,"1.0, 1.1, 1.2, 1.3",ALL,A variable is present in ADaM with the same name as a variable defined in the ADaM IG but the variables do not have identical data types,,,,,
AD0201,,"1.0, 1.1, 1.2, 1.3",BDS,TRTAGyN is present and TRTAGy is not present,,,,,
AD0204,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.AGE is not equal to DM.AGE,,,,,
AD0205,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.AGEU is not equal to DM.AGEU,,,,,
AD0206,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.SEX is not equal to DM.SEX,,,,,
AD0207,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.RACE is not equal to DM.RACE,,,,,
AD0208,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.SUBJID is not equal to DM.SUBJID,,,,,
AD0209,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.SITEID is not equal to DM.SITEID,,,,,
AD0210,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.ARM is not equal to DM.ARM,,,,,
AD0211,,"1.0, 1.1, 1.2, 1.3",BDS,ABLFN is not equal to 1 or null,,,,,
AD0212,,"1.0, 1.1, 1.2, 1.3",BDS,ANLzzFN is not equal to 1 or null where zz is a zero-padded two-digit integer [01-99],,,,,
AD0221,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of AVALCATy for a given value of AVAL and y, where y is a single-digit integer [1-9].; Within a given value of PARAMCD, there is more than one value of AVALCATy for a given value of AVAL and y.",,,,,
AD0222,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of BASECATy for a given value of BASE and y, where y is a single-digit integer [1-9].; Within a given value of PARAMCD, there is more than one value of BASECATy for a given value of BASE and y.",,,,,
AD0223,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD for a subject, CHG is populated and is not equal to AVAL - BASE.",,,,,
AD0224,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of CHGCATy for a given value of CHG and y, where y is an integer [1-99, not zero-padded].; Within a given value of PARAMCD, there is more than one value of CHGCATy for a given value of CHG and y.",,,,,
AD0225,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD for a subject, PCHG is populated and is not equal to ((AVAL - BASE)/BASE)*100",,,,,
AD0226,,"1.0, 1.1, 1.2, 1.3",BDS,"Within a given value of PARAMCD, there is more than one value of PCHGCATy for a given value of PCHG and y, where y is a single-digit integer [1-9].; Within a given value of PARAMCD, there is more than one value of PCHGCATy for a given value of PCHG and y.",,,,,
AD0227,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTSEQP for a given value of TRTSEQPN; There is more than one value of TRTSEQP for a given value of TRTSEQPN, considering only those rows on which both variables are populated",,,,,
AD0228,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTSEQPN for a given value of TRTSEQP; There is more than one value of TRTSEQPN for a given value of TRTSEQP, considering only those rows on which both variables are populated",,,,,
AD0229,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTSEQA for a given value of TRTSEQAN; There is more than one value of TRTSEQA for a given value of TRTSEQAN, considering only those rows on which both variables are populated",,,,,
AD0230,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTSEQAN for a given value of TRTSEQA; There is more than one value of TRTSEQAN for a given value of TRTSEQA, considering only those rows on which both variables are populated",,,,,
AD0231,,"1.0, 1.1, 1.2, 1.3",ADSL,"Within a given value of TRTxxP, there is more than one value of TRxxPGy, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9].; Within a given value of TRTxxP, there is more than one value of TRxxPGy, where xx is a zero-padded two-digit integer [01-99] and y is an integer [1-99, not zero-padded].",,,,,
